pub_date	title	venue	excerpt	citation	url_slug	paper_url
1/10/20	Temporal evolution characteristics of PM2. 5 concentration based on continuous wavelet transform	Science of The Total Environment	"Fine particulate matter (PM2.5) is an important haze index, and the researches on the evolutionary characteristics of the PM2.5 concentration will provide a fundamental and guiding prerequisite for the haze prediction. However, the past researchers were usually based on the overall time-domain evolution information of PM2.5. Since the temporal evolution of PM2.5 concentration is nonstationary, previous studies might neglect some important localization features that the evolution has various predominant periods at different scales. Therefore, we applied the wavelet transform to study the localized intermittent oscillations of PM2.5."	"Chen X, Yin L, Fan Y, et al. Temporal evolution characteristics of PM2. 5 concentration based on continuous wavelet transform[J]. Science of The Total Environment, 2019: 134244."	https://www.sciencedirect.com/science/article/abs/pii/S0048969719342275	http://j-bing.github.io/files/wavelet_transform.pdf
